,id,username,created_at,date,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
140,1510398264277102592,WongDouglas,1648941982000.0,2022-04-03 07:26:22,"Second-hand buyers in #HongKong are only willing to pay $10,000 for the Audi Q5 2014 of Guillaume Foucault, who wants to move to #Singapore. Caroline Lherbier left her 2017 Mini Cooper behind in a parking lot when she left #usedcars   https://t.co/WsXNa7zFLh",en,"['hongkong', 'singapore', 'usedcars']",[],https://twitter.com/WongDouglas/status/1510398264277102592,['https://www.bloomberg.com/news/articles/2022-04-02/hong-kong-s-expat-exodus-triggers-drop-in-used-car-prices'],[],0,,84,8,41
141,1510392551492276228,dcunited,1648940620000.0,2022-04-03 07:03:40,#DCvATL by the numbers 🤓  #LetsFly | @Audi  https://t.co/xzo6q30lqZ,en,"['dcvatl', 'letsfly']",[],https://twitter.com/dcunited/status/1510392551492276228,[],['https://pbs.twimg.com/media/FPX9-YjXMAk-cO4.jpg'],1,https://pbs.twimg.com/media/FPX9-YjXMAk-cO4.jpg,18,0,1
142,1510391246933614600,newsobserver,1648940309000.0,2022-04-03 06:58:29,"From Mercedes to Toyota-Mazda, to Volkswagen, Audi and Volvo, NC has a long history of being the jilted suitor.  https://t.co/80nEIIWRhr",en,[],[],https://twitter.com/newsobserver/status/1510391246933614600,['https://trib.al/xh6x3rN'],[],0,,1,0,0
143,1510386959524401153,markgeragos,1648939287000.0,2022-04-03 06:41:27,I have never tweeted a car dealer (that I remember) but these guys are amazing. Won’t mention a competitor of theirs who is not so good. 🤣 Really impressed by Roger and Perry and Alan - kudos to Audi Dealer Serving Los Angeles | Audi Downtown LA  https://t.co/Z9b0HNGm5b,en,[],[],https://twitter.com/markgeragos/status/1510386959524401153,['https://www.audidtla.com/'],[],0,,21,1,6
144,1510384959814606857,TheHerald_Sun,1648938810000.0,2022-04-03 06:33:30,"From Mercedes to Toyota-Mazda, to Volkswagen, Audi and Volvo, NC has a long history of being the jilted suitor.  https://t.co/kcgaUC1bKe",en,[],[],https://twitter.com/TheHerald_Sun/status/1510384959814606857,['https://trib.al/uob83tD'],[],0,,0,0,0
145,1510384851224047621,dceiver,1648938784000.0,2022-04-03 06:33:04,"@meredithshiner Audi Field used to have a dumb policy where women could not bring purses into matches unless they were like, clear purses; real fucking stupid and a real pity because the facility is first rate once you get inside",en,[],[],https://twitter.com/dceiver/status/1510384851224047621,[],[],0,,0,0,0
146,1510381351316467726,dcunited,1648937950000.0,2022-04-03 06:19:10,𝙛𝙧𝙚𝙨𝙝 like spring. 🌸  #DCvATL | @Audi  https://t.co/pyIMTt4kzU,en,['dcvatl'],[],https://twitter.com/dcunited/status/1510381351316467726,[],"['https://pbs.twimg.com/media/FPXzpRwXoAgu0wj.jpg', 'https://pbs.twimg.com/media/FPXzsSjXIAQQ9iZ.jpg', 'https://pbs.twimg.com/media/FPXzuWPXMAIH5HT.jpg']",1,https://pbs.twimg.com/media/FPXzpRwXoAgu0wj.jpg,30,1,2
147,1510379908123574278,mruef,1648937606000.0,2022-04-03 06:13:26,Audi Owner Finds Basic HVAC Function Paywalled After Pressing the Button for It  https://t.co/VN33zz8wnm,en,[],[],https://twitter.com/mruef/status/1510379908123574278,['https://thedrive.com/news/44967/audi-owner-finds-basic-hvac-function-paywalled-after-pressing-the-button-for-it'],[],0,,2,0,0
148,1510377565382348803,SJEarthquakes,1648937047000.0,2022-04-03 06:04:07,Sup boys ✌️  @Audi | #VamosSJ  https://t.co/gFmZ9DRFBq,en,['vamossj'],[],https://twitter.com/SJEarthquakes/status/1510377565382348803,[],"['https://pbs.twimg.com/media/FPXwRI4UcAM0I6D.jpg', 'https://pbs.twimg.com/media/FPXwSgiVkAI8c9e.jpg']",1,https://pbs.twimg.com/media/FPXwRI4UcAM0I6D.jpg,27,0,1
149,1510376750672404483,theobserver,1648936853000.0,2022-04-03 06:00:53,"From Mercedes to Toyota-Mazda, to Volkswagen, Audi and Volvo, NC has a long history of being the jilted suitor.   https://t.co/XL7VqIwgHq",en,[],[],https://twitter.com/theobserver/status/1510376750672404483,['https://www.charlotteobserver.com/news/business/article259891720.html?taid=6248536389a5f100012f022b&utm_campaign=trueAnthem_manual&utm_medium=trueAnthem&utm_source=twitter'],[],0,,2,0,0
