,id,username,created_at,date,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
341,1509878248720666625,GoodwoodRRC,1648818001000.0,2022-04-01 21:00:01,Are Toyota the most unlucky Le Mans team in the world? We’re taking a look at Porsche’s rivals in Le Mans in the build up to their demo at #79MM.  https://t.co/GAtyMdZR9E,en,['79mm'],[],https://twitter.com/GoodwoodRRC/status/1509878248720666625,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1509616543105269762/pu/img/3Lx8J8oAv3fz3YS8.jpg,51,0,8
344,1509870911113019396,BriannaWu,1648816251000.0,2022-04-01 20:30:51,"@SpeedSportLife If you ever need to free up shelf space, I will hopefully buy some of those Porsche legos from you. I am NOT paying $800 for the GT3.",en,[],[],https://twitter.com/BriannaWu/status/1509870911113019396,[],[],0,,3,1,0
348,1509865541586112535,PorscheRetail,1648814971000.0,2022-04-01 20:09:31,The 911 Targa 4S Heritage Design Edition finished in Cherry Metallic outside Porsche Centre Mayfair. One of only 992 made worldwide.  https://t.co/acDV4ZCBbl,en,[],[],https://twitter.com/PorscheRetail/status/1509865541586112535,[],['https://pbs.twimg.com/media/FPQesjoXIAIlZZB.jpg'],1,https://pbs.twimg.com/media/FPQesjoXIAIlZZB.jpg,37,1,5
349,1509864885903151111,crtrud,1648814815000.0,2022-04-01 20:06:55,VW leaves Deutsche Bank on the outside looking in on the Porsche IPO.  https://t.co/LBcgih1qIx,en,[],[],https://twitter.com/crtrud/status/1509864885903151111,['https://www.bloomberg.com/news/articles/2022-04-01/germany-s-biggest-ipo-is-missing-one-thing-its-biggest-bank?sref=iW3WrQuv'],[],0,,1,0,0
365,1509839237054566402,TechRadarIndia,1648808700000.0,2022-04-01 18:25:00,Porsche and the entertainment-technology start-up Holoride are piloting a new location-based virtual reality drive at the Porsche Experience Center in Los Angeles.  https://t.co/SURJjBSLv2,en,[],[],https://twitter.com/TechRadarIndia/status/1509839237054566402,['https://www.techradar.com/in/news/now-porsche-brings-vr-gaming-to-backseat-entertainment'],[],0,,5,0,0
366,1509832947049721857,PorscheNewsroom,1648807200000.0,2022-04-01 18:00:00,"While certain sound components are legally stipulated, the #Porsche acousticians created a special sound for the #Taycan that is characteristic, sporty and powerful. Like the 356 and 911, the Taycan provides the driver with clear feedback. More:  https://t.co/akZaGQ1Z8w  https://t.co/95qpRBtiAO",en,"['porsche', 'taycan']",[],https://twitter.com/PorscheNewsroom/status/1509832947049721857,['https://porsche.click/374t9Go'],['https://pbs.twimg.com/media/FPPiIKAWUBAK0Hj.jpg'],1,https://pbs.twimg.com/media/FPPiIKAWUBAK0Hj.jpg,48,1,4
367,1509831215083409409,drivingdotca,1648806787000.0,2022-04-01 17:53:07,New most expensive car on BaT surprisingly not a Porsche CGT  https://t.co/mBbd86TOmL,en,[],[],https://twitter.com/drivingdotca/status/1509831215083409409,['https://driving.ca/car-culture/vintage-collectible/new-most-expensive-car-on-bat-surprisingly-not-a-porsche-cgt?utm_term=Autofeed&utm_campaign=driving_promo_AO&utm_medium=organic&utm_content=autofeed&utm_source=Twitter#Echobox=1648800815'],[],0,,0,0,0
370,1509825584221896743,PorscheRaces,1648805445000.0,2022-04-01 17:30:45,"#PESC – @G2Sebi scores a double win at #redbullring, racing ahead of @KevinEllisJr98 to second place in the #Porsche @TAGHeuer Esports Supercup by @iRacing 2022 season standings, chasing the current leader @diogoc_pinto. Read more here:  https://t.co/RRwvVi6s3d  https://t.co/gKYc1zH37s",en,"['pesc', 'redbullring', 'porsche']",[],https://twitter.com/PorscheRaces/status/1509825584221896743,['https://bit.ly/3JXC9f6'],['https://pbs.twimg.com/media/FPPwyHiXIAEG1z-.jpg'],1,https://pbs.twimg.com/media/FPPwyHiXIAEG1z-.jpg,43,0,6
372,1509824904308350976,business,1648805283000.0,2022-04-01 17:28:03,"The story behind Porsche Design's half-century of iconic watches, sunglasses, and other automotive-inspired industrial arts  https://t.co/BSnY3D012P",en,[],[],https://twitter.com/business/status/1509824904308350976,['https://trib.al/ZE9nAKY'],[],0,,30,0,6
373,1509824560551510018,DigitallyBones,1648805201000.0,2022-04-01 17:26:41,So yesterday my Porsche Taycan tech check was fully shot on the OnePlus 10 pro which will be landing on carandbike in a couple of days - yes the output is certainly more natural and better for professional use though it isn’t as pleasing to the eye if you’re used to saturation,en,[],[],https://twitter.com/DigitallyBones/status/1509824560551510018,[],[],0,,0,0,0
