,id,username,created_at,date,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
23,1510768359272550403,therealautoblog,1649030220000.0,2022-04-04 07:57:00,2022 Cadillac CT4-V Blackwing Road Test | Unquestionable benchmark:  https://t.co/Yd7GmKjS0v  https://t.co/8mpn5uHIjD,en,[],[],https://twitter.com/therealautoblog/status/1510768359272550403,['https://bit.ly/3vghlLg'],['https://pbs.twimg.com/media/FPNLxzOXIAgeYSS.jpg'],1,https://pbs.twimg.com/media/FPNLxzOXIAgeYSS.jpg,72,1,6
24,1510764057128697856,AdamLMahoney,1649029194000.0,2022-04-04 07:39:54,"Spent 45 hours on a train through the middle of the country, here are some disposable camera pictures featuring some buffalo, asbestos, and a cadillac.  https://t.co/zP4o4uA784",en,[],[],https://twitter.com/AdamLMahoney/status/1510764057128697856,[],"['https://pbs.twimg.com/media/FPdP5EiVQAIhuM-.jpg', 'https://pbs.twimg.com/media/FPdP5LqVkAkoh5M.jpg', 'https://pbs.twimg.com/media/FPdP5LrVUAMyMmZ.jpg', 'https://pbs.twimg.com/media/FPdP5LqVcAcouaT.jpg']",1,https://pbs.twimg.com/media/FPdP5EiVQAIhuM-.jpg,75,4,2
25,1510718918318460930,NWSGaylord,1649018432000.0,2022-04-04 04:40:32,"The chance for snow showers returns to northern Michigan Sunday night. Light snow flurries through Monday may lead to some light accumulations across the lower peninsula, especially in lower counties near Cadillac and Manistee.  https://t.co/oSWlVu1eWJ",en,[],[],https://twitter.com/NWSGaylord/status/1510718918318460930,[],['https://pbs.twimg.com/media/FPcm1GHVQAAD6r7.jpg'],1,https://pbs.twimg.com/media/FPcm1GHVQAAD6r7.jpg,9,3,3
26,1510698996800630789,JoeDSports,1649013682000.0,2022-04-04 03:21:22,@SNYtv @UConnWBB @Cadillac Well it was actually yesterday.,en,[],[],https://twitter.com/JoeDSports/status/1510698996800630789,[],[],0,,0,0,0
27,1510695849797447682,fan960lou,1649012932000.0,2022-04-04 03:08:52,@mblairYQR @HNLiveCA I have a lovely vehicle thanks to my friends at Wolfe Cadillac.,en,[],[],https://twitter.com/fan960lou/status/1510695849797447682,[],[],0,,3,0,0
28,1510692900056797184,johnsemley3000,1649012229000.0,2022-04-04 02:57:09,highlight of the Country Music Hall of Fame (aside from Elvis’s gold-played Cadillac): a Townes Van Zandt owned poncho embroidered with the words “…AND LEFTY.” I’m not making this up.,en,[],[],https://twitter.com/johnsemley3000/status/1510692900056797184,[],[],0,,24,1,0
30,1510676089873469441,RussellJClay,1649008221000.0,2022-04-04 01:50:21,This RB class was a wild time.   Ronnie Brown could’ve been an all-time RB if not for injuries.  Cadillac was awesome before injury.   Benson played well after finding a good situation.   Arrington has one of the best production profiles of the last couple of decades.,en,[],[],https://twitter.com/RussellJClay/status/1510676089873469441,[],[],0,,4,0,0
31,1510674818450051073,AdamSchefter,1649007918000.0,2022-04-04 01:45:18,"The five RBs taken before Frank Gore in the 2005 draft - Ronnie Brown (5,391 yards), Cedric Benson (6,017), Cadillac Williams (4,038), J.J. Arrington (654) and Eric Shelton (23) - combined to rush for 16,123 yards. Gore ran for an even 16,000, 3rd on NFL’s all-time rushing list.",en,[],[],https://twitter.com/AdamSchefter/status/1510674818450051073,[],[],0,,21750,567,1834
32,1510673734046158848,Decker6,1649007659000.0,2022-04-04 01:40:59,"Someone asked me yesterday if I could have any car in the world ever (taking practicality out of the equation), what would it be? Most know I’m a complete Cadillac Stan. But after thinking long and hard. Only 1 car enters my head.  My dream car is the @Lexus LFA!What’s yours?  https://t.co/loJ8e6u4jf",en,[],[],https://twitter.com/Decker6/status/1510673734046158848,[],['https://pbs.twimg.com/tweet_video_thumb/FPb9v2LVUAMOZUA.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/FPb9v2LVUAMOZUA.jpg,4,8,0
34,1510658401440870415,BeschlossDC,1649004004000.0,2022-04-04 00:40:04,"1959 Cadillac Cyclone concept car, never mass produced:  https://t.co/BAu193xpr4",en,[],[],https://twitter.com/BeschlossDC/status/1510658401440870415,[],['https://pbs.twimg.com/media/FPbvudTXIAQYlrK.jpg'],1,https://pbs.twimg.com/media/FPbvudTXIAQYlrK.jpg,1515,125,174
